cust_id,balance,balance_frequency,purchases,oneoff_purchases,installments_purchases,cash_advance,purchases_frequency,oneoff_purchases_frequency,purchases_installments_frequency,cash_advance_frequency,cash_advance_trx,purchases_trx,credit_limit,payments,minimum_payments,prc_full_payment,tenure
C10014,-0.30881937365959866,1.0,0.5311102177536631,-0.10391485205267004,1.445228671443752,-0.4667855542850508,0.75,0.166667,0.75,0.0,0.0,0.4542182704540384,0.9183673469387755,-0.026685675912915485,-0.2545741829958552,0.083333,1.0
C10015,0.5805173711636284,1.0,-0.4695518820955651,-0.3569340222066546,-0.4545762302747729,-0.30140469376933227,0.0,0.0,0.0,0.05555533333333333,0.008130081300813009,-0.5917958767710622,0.0,-0.3203893854037965,0.06202066133989566,0.0,1.0
C10016,2.556788000503185,1.0,0.2848072907150514,-0.3569340222066546,1.3277107480192292,0.6307061002014737,0.5,0.0,0.5,0.11111133333333334,0.032520325203252036,-0.149251429868135,1.0204081632653061,0.08991510712567563,0.5419292119359405,0.0,1.0
C10017,0.24387226120525082,0.875,-0.4695518820955651,-0.3569340222066546,-0.4545762302747729,0.8609267399803903,0.0,0.0,0.0,0.16666666666666666,0.024390243902439025,-0.5917958767710622,0.0,-0.4632865921394441,-0.20082101475929623,0.0,0.33333333333333326
C10018,-0.7318986877752869,0.454545,-0.22663296996011187,-0.3569340222066546,0.11935622721395771,-0.4667855542850508,0.416667,0.0,0.333333,0.0,0.0,-0.2699453699325697,-0.10204081632653061,-0.5107437769402153,-0.33082124877833596,0.25,1.0
C10019,0.20399453259676018,1.0,-0.23348992961865597,-0.2569216823515221,-0.08041429002176324,-0.4667855542850508,0.666667,0.083333,0.583333,0.0,0.0,-0.22971405657775815,2.0408163265306123,-0.004251086548911198,-0.043114370900902504,0.0,1.0
C10020,0.9673686098387378,1.0,-0.2829676910865534,-0.3569340222066546,-0.013743022464931743,-0.4667855542850508,1.0,0.0,1.0,0.0,0.0,-0.10902011651332345,0.20408163265306123,-0.23460669274500864,4.979439693115427,0.0,1.0
C10021,0.2172607241921098,1.0,-0.3868564805616694,-0.3569340222066546,-0.25919590929383085,-0.4667855542850508,0.666667,0.0,0.666667,0.0,0.0,-0.2699453699325697,-0.20408163265306123,-0.5216325952197616,5.447266047477621,0.0,1.0
C10022,2.3085521769589814,1.0,2.507234505642153,3.2037703695850754,0.04295354226618048,-0.357570893715498,1.0,0.916667,1.0,0.22222199999999998,0.04878048780487805,3.1094849518716012,1.683673469387755,0.11911118129475516,0.3490427930831316,0.0,1.0
C10023,-0.6880570102843251,0.636364,-0.08766837455931023,-0.3569340222066546,0.44768097986984234,-0.4667855542850508,1.0,0.0,1.0,0.0,0.0,0.09213645026073436,-0.24489795918367346,0.21641012452245384,-0.32519646614671394,0.0,1.0
C10024,1.0741134834332524,0.818182,1.518896211104151,1.7243830185761553,0.4232307936750912,3.335903043508327,1.0,0.083333,0.916667,0.22222199999999998,0.10569105691056911,-0.0687888031585119,1.2244897959183674,2.6757036834195573,0.24862178031545257,0.0,1.0
C10025,1.8276486495499362,1.0,-0.4695518820955651,-0.3569340222066546,-0.4545762302747729,-0.0857974447196313,0.0,0.0,0.0,0.242424,0.032520325203252036,-0.5917958767710622,0.6122448979591837,-0.10722889521093756,0.34785487478471433,0.0,0.8333333333333333
C10026,-0.6700695217747399,1.0,-0.28251836130688085,-0.3569340222066546,-0.01268141329501035,-0.4667855542850508,1.0,0.0,1.0,0.0,0.0,-0.10902011651332345,0.0,-0.5243140186166387,-0.2923399378370814,0.0,1.0
C10027,0.024739130705750904,1.0,-0.4218105930053604,-0.2954806567535009,-0.4545762302747729,-0.350030651574428,0.166667,0.166667,0.0,0.16666666666666666,0.04065040650406505,-0.511333250061439,-0.2653061224489796,-0.2911894779443552,0.05397336522746131,0.0,1.0
C10028,-0.6912507131822464,1.0,-0.36036474563514403,-0.3569340222066546,-0.1966052019838845,-0.4667855542850508,1.0,0.0,1.0,0.0,0.0,-0.10902011651332345,-0.40816326530612246,-0.5269159812930319,-0.2915929212909979,0.0,1.0
C10029,2.6848984760582617,1.0,-0.2883924120723913,-0.2336959251140802,-0.2527599037011827,0.5995451310236534,0.666667,0.166667,0.416667,0.5555553333333333,0.13008130081300814,-0.2699453699325697,1.530612244897959,-0.04549221502223357,0.34436185082937887,0.0,1.0
C10030,-0.7410395816438056,1.0,-0.42274669671301146,-0.3569340222066546,-0.3439919417412988,-0.4667855542850508,0.416667,0.0,0.416667,0.0,0.0,-0.39063930999700436,0.7959183673469388,-0.5431534711024515,-0.29376306429968024,0.0,1.0
C10031,5.079113073620133,1.0,0.9523943303449518,0.25350274129467215,1.7845455023798642,1.0513414767875207,1.0,0.166667,1.0,0.3333333333333333,0.0813008130081301,1.9830081779368776,2.0408163265306123,0.862612836056982,1.048476134407287,0.0,1.0
C10032,-0.1932345975041914,1.0,0.16124628182364814,-0.11594043219428715,0.5934421305858146,-0.3829458601673901,1.0,0.083333,1.0,0.11111133333333334,0.016260162601626018,1.218613224195458,0.6122448979591837,-0.37553794451340144,-0.2521269525520515,0.0,1.0
C10033,2.4830928827318997,1.0,-0.3174584321949572,-0.1611568545203576,-0.4545762302747729,0.10045681824381039,0.083333,0.083333,0.0,0.11111133333333334,0.024390243902439025,-0.4711019367066275,1.530612244897959,-0.004499280441410996,0.7119791731305262,0.0,1.0
C10034,-0.691267223099907,1.0,-0.171501142098002,0.026721748253284026,-0.4545762302747729,-0.4667855542850508,0.916667,0.916667,0.0,0.0,0.0,-0.149251429868135,-0.3673469387755102,-0.45241398442582537,-0.2780720744854793,0.3,1.0
C10035,0.9381244179018928,0.727273,-0.21339646353392572,-0.3569340222066546,0.15062946401122415,-0.4667855542850508,1.0,0.0,1.0,0.0,0.0,-0.02855748980370033,1.6326530612244898,2.4188949891566467,7.292119258091645,0.0,1.0
C10036,0.0441410902199911,1.0,-0.4695518820955651,-0.3569340222066546,-0.4545762302747729,-0.41945023916461,0.0,0.0,0.0,0.05555533333333333,0.008130081300813009,-0.5917958767710622,-0.24489795918367346,-0.47726784703601133,-0.09026950953679995,0.0,1.0
C10037,2.816641781134798,1.0,-0.4695518820955651,-0.3569340222066546,-0.4545762302747729,3.76458182031641,0.0,0.0,0.0,0.4848486666666666,0.0894308943089431,-0.5917958767710622,1.2244897959183674,-0.03343196089438988,0.4891953706360929,0.0,0.8333333333333333
C10038,1.1929410026689045,1.0,0.6446689585288148,0.632447087069869,0.3619560393986932,0.3427628883750073,0.75,0.5,0.75,0.22222199999999998,0.05691056910569106,1.0576879707762117,0.40816326530612246,-0.0398111698940982,0.29820700508468195,0.0,1.0
C10039,2.260453577859163,1.0,-0.37406930391515575,-0.2340272913003472,-0.4545762302747729,0.928366896700711,0.083333,0.083333,0.0,0.22222199999999998,0.0975609756097561,-0.511333250061439,1.2244897959183674,-0.17134679796246555,0.5160052820311659,0.0,1.0
C10040,-0.07344645559900823,0.454545,-0.01870561441665573,0.2234026419021274,-0.4545762302747729,2.4772036461544644,0.083333,0.083333,0.0,0.22222199999999998,0.04878048780487805,-0.3504079966421928,0.9183673469387755,6.334560368678117,-0.053683350446614514,0.333333,1.0
C10041,-0.4328914524416527,0.727273,-0.4695518820955651,-0.3569340222066546,-0.4545762302747729,1.027250755928643,0.0,0.0,0.0,0.16666666666666666,0.024390243902439025,-0.5917958767710622,-0.24489795918367346,0.4607803546201602,-0.2407780635007686,0.166667,1.0
C10043,-0.3745456071371438,0.909091,0.24497139743595997,0.11679912736015666,0.36406819930968254,0.5767866241694415,0.583333,0.416667,0.333333,0.16666666666666666,0.0894308943089431,0.49444958380884996,0.0,-0.16264252926798412,-0.20657887673178532,0.111111,1.0
C10044,1.220436698525322,1.0,-0.3741535532488443,-0.23413573841585275,-0.4545762302747729,-0.4667855542850508,0.083333,0.083333,0.0,0.0,0.0,-0.5515645634162506,0.30612244897959184,-0.29875573402885,0.409672763262089,0.0,1.0
C10045,-0.09788167807754727,1.0,-0.4695518820955651,-0.3569340222066546,-0.4545762302747729,0.2397256948677579,0.0,0.0,0.0,0.05555533333333333,0.008130081300813009,-0.5917958767710622,-0.30612244897959184,-0.4680122564001869,-0.22448576556776248,0.0,1.0
C10046,1.802365075589406,1.0,0.24443313780406067,-0.07388705073712903,0.7127957531999933,-0.4667855542850508,1.0,0.333333,1.0,0.0,0.0,0.21283039032516904,1.1224489795918366,-0.10459848010350645,0.2028946467438365,0.0,1.0
C10047,0.3256614689242138,1.0,-0.26501322197380583,-0.2984930766286555,-0.07858964926096094,-0.37873377612383796,0.333333,0.083333,0.333333,0.11111133333333334,0.016260162601626018,-0.39063930999700436,-0.12244897959183673,-0.5986882602099773,-0.07465854593064858,0.0,1.0
C10048,-0.5236953562619399,0.5,-0.41818787165675075,-0.3569340222066546,-0.3332210320381384,0.016589253502368537,0.375,0.0,0.25,0.08333333333333333,0.008130081300813009,-0.4711019367066275,-0.2653061224489796,-0.5378872369050337,-0.29911287848479046,0.0,0.33333333333333326
C10049,1.1269428465619467,1.0,-0.4695518820955651,-0.3569340222066546,-0.4545762302747729,0.477815816949919,0.0,0.0,0.0,0.3333333333333333,0.05691056910569106,-0.5917958767710622,0.24489795918367346,-0.5986882602099773,0.14345372956134247,0.0,1.0
C10050,-0.6412019086451017,1.0,0.6493728796597613,0.48830882088347205,0.6376316122837908,-0.4667855542850508,1.0,0.666667,1.0,0.0,0.0,2.9083283850975437,0.061224489795918366,0.28008191718375264,-0.28691828843831463,0.916667,1.0
C10051,-0.3366290702390309,1.0,-0.23201556627910555,-0.05117340487846341,-0.4545762302747729,-0.13532075926360923,0.166667,0.166667,0.0,0.05555533333333333,0.016260162601626018,-0.4711019367066275,0.20408163265306123,-0.3956187098239388,-0.23944313324355634,0.083333,1.0
C10052,1.6175803843733834,1.0,-0.04764058002015039,0.032312799541571,-0.1721992495045468,3.6011489173611704,0.625,0.375,0.25,0.5833333333333333,0.3008130081300813,-0.22971405657775815,1.836734693877551,2.20392726819421,0.07164206731688556,0.0,0.33333333333333326
C10053,-0.23329615917414676,1.0,0.9850830718161271,0.9816287244785382,0.5253222088491946,-0.4667855542850508,0.666667,0.583333,0.5,0.0,0.0,0.13236776361554592,-0.10204081632653061,-0.11513878883278758,0.20449371439476044,0.0,1.0
C10054,0.0005795437143731162,1.0,-0.4695518820955651,-0.3569340222066546,-0.4545762302747729,-0.313541884055861,0.0,0.0,0.0,0.16666666666666666,0.024390243902439025,-0.5917958767710622,0.10204081632653061,-0.3597077092476881,-0.11301806023479578,0.0,1.0
C10055,-0.5283907150596975,0.888889,0.4568257080330124,0.8355143108540402,-0.4545762302747729,0.4780028905127049,0.666667,0.666667,0.0,0.074074,0.008130081300813009,-0.149251429868135,0.0,0.47563229494414927,-0.3054350067697383,0.2,0.5
C10056,-0.7484398207299455,0.636364,-0.3244558074096489,-0.3569340222066546,-0.11176493582100318,-0.4667855542850508,0.666667,0.0,0.666667,0.0,0.0,-0.2699453699325697,-0.40816326530612246,-0.4546361435739641,-0.2576328909897452,0.0,1.0
C10057,-0.12130150506724194,1.0,0.1313798930310407,0.4165951533355418,-0.4545762302747729,-0.4667855542850508,0.25,0.25,0.0,0.0,0.0,-0.3504079966421928,0.6122448979591837,-0.5986882602099773,-0.29062826468892655,0.0,1.0
C10058,0.9900681674081615,1.0,-0.3229252778476394,-0.16819386734871875,-0.4545762302747729,-0.14801881497697705,0.25,0.25,0.0,0.27777799999999997,0.04065040650406505,-0.4308706233518159,0.20408163265306123,-0.5986882602099773,0.03761142691591656,0.0,1.0
C10059,0.39485425470220337,1.0,1.9725648314616282,2.5284159577741674,0.019310621377723654,-0.4667855542850508,0.916667,0.916667,0.5,0.0,0.0,1.0979192841310232,0.9183673469387755,1.3629427655343247,0.19980934704981315,0.083333,1.0
C10060,1.1562630497484419,1.0,-0.4695518820955651,-0.3569340222066546,-0.4545762302747729,-0.3596942264822864,0.0,0.0,0.0,0.121212,0.024390243902439025,-0.5917958767710622,0.20408163265306123,-0.3344517770706662,0.3235194437270074,0.0,0.8333333333333333
C10061,1.8878638423406497,1.0,-0.3623680075695173,-0.3569340222066546,-0.2013382095331172,-0.00394830521068376,0.416667,0.0,0.333333,0.22222199999999998,0.032520325203252036,-0.3504079966421928,0.6122448979591837,0.13037165636741188,0.44985055662425655,0.0,1.0
C10062,0.15116596940442098,0.727273,-0.4166620226132795,-0.2888533330281608,-0.4545762302747729,-0.4667855542850508,0.166667,0.166667,0.0,0.0,0.0,-0.511333250061439,0.7142857142857143,0.6136797371911733,-0.12732008965309638,0.0,1.0
C10063,-0.004170780079599678,1.0,-0.4385668493723146,-0.31704958305960773,-0.4545762302747729,-0.4667855542850508,0.083333,0.083333,0.0,0.0,0.0,-0.5515645634162506,-0.2857142857142857,-0.4819023866236382,-0.0034332436151771,0.0,1.0
C10064,-0.3626819427519829,0.909091,-0.4695518820955651,-0.3569340222066546,-0.4545762302747729,1.3546676549514642,0.0,0.0,0.0,0.36363666666666666,0.05691056910569106,-0.5917958767710622,0.23469387755102042,0.9116041857358556,-0.25864186937743283,0.090909,0.8333333333333333
C10065,-0.7482035204915507,0.090909,-0.07638832488211479,0.14915251681931702,-0.4545762302747729,-0.4667855542850508,0.083333,0.083333,0.0,0.0,0.0,-0.5515645634162506,-0.2857142857142857,-0.5986882602099773,-0.303483605091205,0.0,1.0
C10067,0.17267670095924686,1.0,0.41396151925966984,-0.3569340222066546,1.6328570337984978,0.29902922740553006,1.0,0.0,1.0,0.05555533333333333,0.032520325203252036,1.8623142378724429,-0.23469387755102042,0.675291299846408,1.0377555291211094,0.083333,1.0
C10068,0.09300649053338882,1.0,-0.2765600612076818,-0.16100020868684956,-0.3582351981044103,-0.4667855542850508,0.583333,0.333333,0.166667,0.0,0.0,-0.149251429868135,-0.24489795918367346,-0.33012937861759223,0.022573011461022433,0.0,1.0
C10069,-0.36255487682563314,0.875,-0.4695518820955651,-0.3569340222066546,-0.4545762302747729,-0.033593674387929325,0.0,0.0,0.0,0.08333333333333333,0.008130081300813009,-0.5917958767710622,-0.30612244897959184,-0.548228946511917,-0.28530937059706324,0.0,0.33333333333333326
C10070,0.005683728603512111,1.0,-0.4695518820955651,-0.3569340222066546,-0.4545762302747729,-0.28419136381834365,0.0,0.0,0.0,0.27777799999999997,0.04878048780487805,-0.5917958767710622,-0.10204081632653061,-0.4121457721284146,-0.21097494549924625,0.0,1.0
C10071,1.1655763335047888,1.0,-0.3462202186125363,-0.24210057656576148,-0.3739602839338703,-0.4667855542850508,0.666667,0.083333,0.583333,0.0,0.0,-0.2699453699325697,0.6122448979591837,1.7768105182154326,0.06701046171704003,0.083333,1.0
C10072,0.06484080305827289,1.0,0.1687257504477802,0.4646673497032588,-0.4545762302747729,-0.4667855542850508,0.333333,0.333333,0.0,0.0,0.0,-0.4308706233518159,-0.2653061224489796,-0.037765528291977435,0.033543083626444384,0.0,1.0
C10073,1.8848753300842094,1.0,-0.27339135015728294,-0.3569340222066546,0.008882522969017101,-0.16855691588109867,0.916667,0.0,0.833333,0.22222199999999998,0.032520325203252036,-0.149251429868135,0.6632653061224489,-0.15369395593180804,0.5723429667482867,0.0,1.0
C10074,0.6850853647430063,0.909091,1.6475730267578677,0.6456535358025467,2.7072276306166123,12.549846638919032,0.666667,0.5,0.583333,0.5555553333333333,0.21951219512195125,0.7358374639377192,0.8163265306122449,9.153867886557785,0.11218560068414532,0.454545,1.0
C10075,-0.43646344452120994,1.0,-0.4695518820955651,-0.3569340222066546,-0.4545762302747729,0.2362745595383286,0.0,0.0,0.0,0.08333333333333333,0.024390243902439025,-0.5917958767710622,0.8163265306122449,-0.2841843565685556,-0.30177676169443923,0.25,0.33333333333333326
C10077,0.11746697418526819,1.0,-0.1354096636495149,-0.05383638404810008,-0.22144243318850282,-0.4667855542850508,0.5,0.1,0.4,0.0,0.0,-0.2699453699325697,-0.15306122448979592,-0.2915906752882332,-0.09533092058765522,0.0,0.6666666666666665
C10078,-0.49588381862778547,0.909091,-0.09888289697697003,-0.04566670134668083,-0.15013768394211868,-0.4667855542850508,0.272727,0.090909,0.181818,0.0,0.0,-0.31017668328738124,0.6122448979591837,-0.1478345538171594,-0.28698148572024357,0.0,0.8333333333333333
C10079,2.063960132695676,1.0,-0.20656758698661115,-0.2066142704364404,-0.10914408818275984,-0.4667855542850508,0.833333,0.166667,0.75,0.0,0.0,-0.02855748980370033,0.6122448979591837,0.08874260492004331,0.5640068809843626,0.0,1.0
C10080,0.0783906982075767,1.0,-0.18586097297336943,0.008237539899335476,-0.4545762302747729,-0.4667855542850508,1.0,1.0,0.0,0.0,0.0,0.09213645026073436,1.6326530612244898,0.42377140392975854,-0.0949455616190636,0.0,1.0
C10081,-0.47355518698199317,1.0,-0.31977528887139356,-0.3569340222066546,-0.10070650696765576,-0.4667855542850508,0.75,0.0,0.666667,0.0,0.0,-0.2699453699325697,-0.30612244897959184,-0.10163842551453085,-0.2806925683502023,0.0,1.0
C10082,-0.17236257453149562,1.0,-0.4695518820955651,-0.3569340222066546,-0.4545762302747729,-0.4485094707073627,0.0,0.0,0.0,0.05555533333333333,0.008130081300813009,-0.5917958767710622,-0.3673469387755102,-0.5885743873299093,3.169895538083595,0.0,1.0
C10083,2.4163102465776958,1.0,-0.28763884858773225,-0.12277260047113776,-0.4545762302747729,1.7372352481682831,0.583333,0.583333,0.0,0.27777799999999997,0.05691056910569106,-0.31017668328738124,0.8163265306122449,-0.037500660605436685,0.7105466485570706,0.0,1.0
C10084,-0.7433005078248696,0.909091,-0.35494938568638257,-0.3327081415706613,-0.2282765422198715,-0.4667855542850508,0.666667,0.166667,0.583333,0.0,0.0,-0.0687888031585119,0.40816326530612246,-0.4750909571229732,-0.3101154969440202,0.181818,1.0
C10085,-0.7124430719895348,0.272727,-0.4695518820955651,-0.3569340222066546,-0.4545762302747729,0.9567878868578703,0.0,0.0,0.0,0.11111133333333334,0.04065040650406505,-0.5917958767710622,1.3265306122448979,-0.558421255552749,-0.29161721059966533,0.0,1.0
C10086,-0.7498207112231676,0.636364,-0.4072775829440775,-0.33994397411078264,-0.3386286037474253,-0.4667855542850508,0.416667,0.166667,0.25,0.0,0.0,-0.39063930999700436,1.836734693877551,-0.5261284876277446,-0.3195383247637707,0.444444,1.0
C10087,-0.7312381080203697,0.545455,-0.28420334798065283,-0.3569340222066546,-0.016662447682215444,-0.4667855542850508,0.5,0.0,0.416667,0.0,0.0,-0.10902011651332345,-0.3673469387755102,-0.34803860445524776,-0.301851210827311,1.0,1.0
C10088,0.17819010301976287,1.0,1.83120381056924,2.363485969609453,-0.011951556990689458,-0.3266624038919154,1.0,1.0,0.333333,0.05555533333333333,0.008130081300813009,1.4197697909695157,1.2244897959183674,1.1012196703982409,-0.10732967109290867,0.0,1.0
C10089,-0.6868198897337842,1.0,0.11448322110793878,0.3948454818369256,-0.4545762302747729,-0.4667855542850508,1.0,1.0,0.0,0.0,0.0,0.29329301703479216,2.7551020408163267,-0.15817959065237153,-0.2887611597625244,1.0,1.0
C10090,2.6450630936301516,1.0,0.28110032003275315,0.5137396694695271,-0.2791453149452696,2.2160369170080463,1.0,0.833333,1.0,0.5,0.1869918699186992,0.3335243303896037,1.6326530612244898,0.9868140711561043,0.44181032023625966,0.0,1.0
C10092,3.1789789298525104,1.0,0.5873138843610336,0.43760979438462017,0.584064582918176,2.03732124529255,1.0,0.75,1.0,0.5,0.17073170731707318,1.8220829245176313,2.142857142857143,0.4450692929907137,0.5267920704663364,0.0,1.0
C10093,1.188052421046245,1.0,-0.44848954867341595,-0.3298222433302632,-0.4545762302747729,-0.41707847654803487,0.083333,0.083333,0.0,0.05555533333333333,0.008130081300813009,-0.5515645634162506,0.30612244897959184,-0.22774482975846277,0.05301266678469979,0.0,1.0
C10094,2.1839898092576244,1.0,-0.4695518820955651,-0.3569340222066546,-0.4545762302747729,0.8289671343252247,0.0,0.0,0.0,0.27777799999999997,0.11382113821138212,-0.5917958767710622,0.7142857142857143,-0.07977410622886293,0.8652298119108787,0.0,1.0
C10095,3.7555115401813985,1.0,1.9175453360444363,0.3346151588530846,3.915980254860604,-0.2899954071533622,1.0,0.25,0.916667,0.05555533333333333,0.008130081300813009,1.2588445375502695,1.2244897959183674,1.6153750508805664,3.848810766264503,0.0,1.0
C10096,0.19819793048577344,1.0,0.01349635312654113,-0.22023040827213916,0.4357821104236405,1.600845652659765,0.909091,0.090909,0.818182,0.36363666666666666,0.17073170731707318,0.09213645026073436,0.20408163265306123,0.4571073957643409,0.028058848431440495,0.090909,0.8333333333333333
C10097,-0.1167468663647292,1.0,-0.4481853149684294,-0.32943062874649315,-0.4545762302747729,-0.23042556724320878,0.083333,0.083333,0.0,0.05555533333333333,0.008130081300813009,-0.5515645634162506,-0.24489795918367346,-0.4464066159905595,-0.22825388052385495,0.0,1.0
C10098,-0.12335690573857311,1.0,-0.27971005018392764,-0.112566521934114,-0.4545762302747729,-0.4667855542850508,0.166667,0.166667,0.0,0.0,0.0,-0.511333250061439,-0.12244897959183673,-0.5986882602099773,-0.2499196867483781,0.0,1.0
C10099,0.3675435814822743,1.0,-0.3696976996004252,-0.2284000909735584,-0.4545762302747729,-0.4667855542850508,0.25,0.25,0.0,0.0,0.0,-0.4711019367066275,-0.12244897959183673,-0.5986882602099773,-0.1556471904650028,0.0,1.0
C10100,-0.20403995618091977,1.0,-0.4695518820955651,-0.3569340222066546,-0.4545762302747729,-0.4092699485378848,0.0,0.0,0.0,0.05555533333333333,0.008130081300813009,-0.5917958767710622,-0.3673469387755102,-0.5462430824079585,0.8831117780984179,0.0,1.0
C10101,0.02665535926678379,1.0,-0.12345561930281068,0.08856672829020787,-0.4545762302747729,-0.4667855542850508,0.666667,0.666667,0.0,0.0,0.0,-0.149251429868135,0.6122448979591837,-0.4545975346679133,-0.19543938960584928,0.0,1.0
C10102,0.9326328163891524,1.0,-0.4695518820955651,-0.3569340222066546,-0.4545762302747729,0.3505468847427901,0.0,0.0,0.0,0.3333333333333333,0.04878048780487805,-0.5917958767710622,0.20408163265306123,-0.5986882602099773,-0.007810775838800632,0.0,1.0
C10103,-0.7493778727027659,0.363636,-0.43257578564334775,-0.3569340222066546,-0.3672146423333284,-0.4667855542850508,0.25,0.0,0.166667,0.0,0.0,-0.4711019367066275,0.8163265306122449,-0.5234455760975991,-0.3100050314324548,1.0,1.0
C10104,-0.7516398145387575,0.0,-0.4695518820955651,-0.3569340222066546,-0.4545762302747729,-0.42394005951049846,0.0,0.0,0.0,0.095238,0.008130081300813009,-0.5917958767710622,0.0,-0.5510108510298454,-0.253347777522319,0.0,0.16666666666666652
C10105,-0.7492972333528707,0.666667,-0.4601908450190544,-0.3448843427060362,-0.4545762302747729,-0.4667855542850508,0.111111,0.111111,0.0,0.0,0.0,-0.5515645634162506,-0.30612244897959184,-0.589538410285999,-0.33608750067976323,0.0,0.5
C10106,-0.7404001509569658,0.272727,0.1605769676726776,-0.3569340222066546,1.0341979293936823,-0.4667855542850508,1.0,0.0,1.0,0.0,0.0,-0.10902011651332345,-0.20408163265306123,-0.35268713518998857,-0.33871081157807975,0.0,1.0
C10107,0.9490305993076608,1.0,0.8521329427369837,0.5711383177707228,0.9646514703349806,-0.4667855542850508,0.916667,0.916667,0.833333,0.0,0.0,2.425552624839805,0.5510204081632653,2.569912373660699,0.5393108610564625,0.083333,1.0
C10108,-0.7513399032653214,0.090909,-0.2870303811777591,-0.3569340222066546,-0.023341738709637305,-0.4667855542850508,1.0,0.0,1.0,0.0,0.0,0.6553748372280961,0.30612244897959184,-0.5986882602099773,-0.2987699802770362,0.0,1.0
C10109,-0.33746381607679427,1.0,-0.4695518820955651,-0.3569340222066546,-0.4545762302747729,-0.027925609425820213,0.0,0.0,0.0,0.05555533333333333,0.008130081300813009,-0.5917958767710622,0.20408163265306123,0.17401155549316602,-0.2701333562921279,0.083333,1.0
C10110,0.42138060642082964,1.0,-0.09136598420453196,0.1298730296183276,-0.4545762302747729,-0.00906696514874143,0.25,0.25,0.0,0.22222199999999998,0.04878048780487805,-0.4308706233518159,0.20408163265306123,-0.41466071942448657,0.07788120923740059,0.0,1.0
